group_id,split,label,canonical_path,sha256,phash_hex,exact_duplicate_count,exact_duplicate_paths
g_000009,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/18941_1.jpg,00139f183157165801263a59d1a4876a4b76ca64a90b3a1bc5810d347216c514,c0595f93b43747a9,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/18941_1.jpg
g_000010,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/08043.jpg,0018e2b466ac93c1a526aa3551f19d5f479730145ef88f7f22b08f21604569c4,ed32921b64ec669d,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/08043.jpg
g_000011,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09272.jpg,001994579cb32fa1b51cfa40d86d743afad8584c1cfd7fb1a51b113e345b35a8,ad96c9251bc5703f,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09272.jpg
g_000011,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03884.jpg,e7a98098f9e06c39958f2c62a688ef3eb49b43b444c117e87249f35b397e490b,ad96c9251bc5703f,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03884.jpg
g_000012,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/15192_1.jpg,001a95c7166c0a338dbbc6b2fc9b0b0d4568e18045800dbef13c16f4f7fd8856,f7c01be20e791774,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/15192_1.jpg
g_000013,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/08333.jpg,001cf18dba65326a26509822ba5f6226a3c72a7ac7254b85539b86e244565b03,c380c7db95733987,2,dataset/concrete-crack-images-for-classification-mendeley/Negative/08333.jpg|dataset/concrete-crack-images-for-classification-mendeley/Negative/10982.jpg
g_000014,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09036.jpg,001f8913eab3ad93856b2bb3873b8cca8c59dd349f249350536f6b5c71270948,8d93ccc0be1ea6d3,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09036.jpg
g_000015,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13953_1.jpg,001fa46021feeb355263946c0f66371b0d65eb5aaae4a6a17095ab26c97cf4ec,e4d993c932047bde,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13953_1.jpg
g_000016,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13104_1.jpg,0022f1043b9ecee4484a84b91e7e33ea6e62da28fcba3ca07f7134b8a1a97a5a,fac7b5a34a526499,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13104_1.jpg
g_000016,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/19786.jpg,861db73f6f56e66da59a8ad6ca44cdd0c56dba11af34f2369d5f674ae34cc8d7,fac7b5a34a526499,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/19786.jpg
g_000017,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11213_1.jpg,00232c06ca1be4460439115a147f14178d21d2a69c74d37b7943b65a05af2a5f,ad6dc9093f30e78c,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11213_1.jpg
g_000018,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/09055.jpg,0026cac102f5691ce3f591e5fad2cefae5b82734c7c2bb8c55a65218c516b5f3,d5a5b8d436b3249b,2,dataset/concrete-crack-images-for-classification-mendeley/Negative/09055.jpg|dataset/concrete-crack-images-for-classification-mendeley/Negative/11530.jpg
g_000019,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/03964.jpg,0026f5eecfc25a15f38e615b13bee2b2cc0baa74f2db92ea977a9a3b9aa5cea8,e54d298857f2a2de,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/03964.jpg
g_000020,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/12384_1.jpg,00289ba276f115c5ed52fb72b57223ff031d1629d0074bb84995e345d9664c8f,b7dc9d22cc11e70d,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/12384_1.jpg
g_000021,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/02424.jpg,002ad60464e5827e9c0b52a70fce0d66a8831eb30f39b8867be5d7978749aed4,92e52a59e661e4de,2,dataset/concrete-crack-images-for-classification-mendeley/Negative/02424.jpg|dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2509.jpg
g_000022,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/02530.jpg,002e0ffef9c9afa4398c074815e032895e7ecc4ae671908e2a5932f848a75a3e,ed601e9a91cbc3b5,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/02530.jpg
g_000023,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/04266.jpg,002e7947323b4d293fea8c1a9b4237a2aaca2069258e8239daf3758f647a9207,b2ac77899387cc27,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/04266.jpg
g_000024,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/18786.jpg,002edb1da3f77d0b4e4f8e8620212f4aca1b6d76243e2e10537e320984901b75,ddd3f1a38613bc48,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/18786.jpg
g_000025,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/14319_1.jpg,002f936c2dcea01acb6eca7445eda50746febb6f4e3462725a1924eb5edbc8a2,ab85c83f86c9368f,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/14319_1.jpg
g_000026,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13704_1.jpg,003050833f34c697500b9286c7ce751833fa1d2edb68d559f5c18a6d9e922644,e4329b393133f974,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13704_1.jpg
g_000026,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11733_1.jpg,207cee1357d24591a998dc1655d0c9cba4db1718240d13136c3a6ac1df5b95ed,e4329b393133f974,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11733_1.jpg
g_000027,val,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/10678.jpg,0031aa87af9f80d727ae433d71b36bff648ff6b24577ca3b62941bd5fe4216ab,c4527e07f2e3d2e2,2,dataset/concrete-crack-images-for-classification-mendeley/Negative/10678.jpg|dataset/concrete-crack-images-for-classification-mendeley/Negative/13612.jpg
g_000028,val,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/18829.jpg,003442ed84e3af73e5e989e7d896074d75596da5afcbbdca555cc33d0ceff046,eb4fe46468423f1b,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/18829.jpg
g_000029,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/19492.jpg,00386b403040c13f6c4ac03fe1d2095ea4b5df401e8ce2d6c0c2f091e88830c7,ca5296b527d96336,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/19492.jpg
g_000029,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/15706_1.jpg,d8cf35eb79ee51e67b907b579563761f05927c590376fbe14316da92230e2d24,ca5296b527d96336,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/15706_1.jpg
g_000030,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13114_1.jpg,0038b3839a5713675ecc3cfeadc8fec4ede0854704e3ef3c1a040c453e4f8c4c,90f585be624f9db0,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13114_1.jpg
g_000030,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11228_1.jpg,a3deca4b92d0b237a9e2f5e7d3ea8a25e15e7acccee0030f3f9b445167d6e3cc,90f585be624f9db0,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11228_1.jpg
g_000031,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/18732.jpg,0039bd11c94e21b590c69191bba3b16d3e32faa9f5d8502833afae0ac3f79670,ea6b4335b7a41e13,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/18732.jpg
g_000032,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/13558.jpg,003a162ff224b4bbce591662d95cbfda2b28b3fdf08b30f69d8d4a8c31f97adf,b5cd43b2d036363e,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/13558.jpg
g_000033,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/18437_1.jpg,003a3497a8ff7ca1337718076aa8ba1ac09d4f2e6d3d5e5f182262796d67b11c,ecb2980d0e36af4f,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/18437_1.jpg
g_000034,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/06445.jpg,003a58611a8162866a92fdf0e351f653153dce8dd0621a5b669e0534da227434,ebc81f768578503e,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/06445.jpg
g_000034,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00927.jpg,4337656fcfededc6cf79a82548157dd9e7aa0d819c4a1297865c955be24e683e,ebc81f768578503e,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00927.jpg
g_000035,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/06365.jpg,003d238b06cb5cea57d0042b6852cb8488bad0004e0684ea40545272b7d9f336,f11838e73933dc33,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/06365.jpg
g_000035,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00846.jpg,31f5cdac4dc2bece42cefc953e506d466bba04b4d310ad1cf21ef94f2c2e149d,f11838e73933dc33,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00846.jpg
g_000036,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/03664.jpg,0041322c18e9049a654e196771f7f2008757f330180d097cd5ecfcad61ae0778,a6d99b6488373b8b,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/03664.jpg
g_000036,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/10818.jpg,0779c4baea8b7a8a3c73e3b953ed7c7f178b609e044c0db4e47e63f8f5d270e4,a6d99b6488373b8b,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/10818.jpg
g_008567,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/07013.jpg,0042c65b7f22f9d85250bbcdbc6cc2253edf912ff9c955b64dc514887f636ac8,d237b42a9abad44e,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/07013.jpg
g_008567,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/01356.jpg,38365f215342943cec749630c10f1d783fa0503d6b74c348f6edf8d1fc1bcd6a,d237b52a9abad44c,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/01356.jpg
g_000038,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/01791.jpg,00440e6ecb06f47ec1817048a47a92809b5303a54c422c48e798c0975af4db0e,8982e1bc0f67d96d,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/01791.jpg
g_000039,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/06856.jpg,00476ba71800333a144ef5986c343b4dbaaecb5c700696c64cc8cc56d557b0b7,98cc3cc43fb97661,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/06856.jpg
g_000040,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00620.jpg,004a63e11ccf4dc2ebefd3fc3dc2dc72d7d98130b39dcedfe3630f04796e6e24,e295d23d9e42f05e,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00620.jpg
g_000040,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/06159.jpg,0c6e550ada8e347b928a2ae039363d7ebf270f48f7606f205c15f8f3aacf7e4b,e295d23d9e42f05e,2,dataset/concrete-crack-images-for-classification-mendeley/Positive/06159.jpg|dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_669.jpg
g_000041,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09311.jpg,004c5fc0e6d6c4d5e564f83292f815d97a94143cea3fc2fe69fea95f5b611ada,a593ed3219e4fb0c,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09311.jpg
g_000041,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10558_1.jpg,2472b73539c2d8f757ce2d423870734bc59e7af23555e2f94197ab6962b626ad,a593ed3219e4fb0c,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10558_1.jpg
g_000042,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11439_1.jpg,004c672e235dba75a5a34f8b376ef4887aea0eecabdd8804a3c23c5ea2d28ae0,ac9bc762b94e2751,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11439_1.jpg
g_000043,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/04691.jpg,004d08ad7de6b4bf88d6d5c2680939ee0141a01546f081266a9c625ca521aee6,d6525652525adafa,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/04691.jpg
g_000044,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00912.jpg,004d0c63ad5211dcf5bca94c2815bc48f7dc218b270c5d04177d6a4ded92675a,eac31ce58db9a6a8,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00912.jpg
g_000045,test,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/10774.jpg,004f60e1cb8c3013f5f5e41b409f45b28f5cda22a67c76fca6c770536273504f,81155a427e55bff8,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/10774.jpg
g_000046,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/05986.jpg,00573c9be54351f353518bec9403d1b8a02a500ce9f78dbae4d1ce1f966cd4bc,ba393539b52b6a43,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/05986.jpg
g_020565,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03716.jpg,00580ec7f73721d94fd8e99450a1f34ea3c11c50131d23076d66192ef5944103,f8bf1f0f110c4799,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03716.jpg
g_020565,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09119.jpg,897e879760de9c5da875cb86a0e82f84b91fed68e9ec54321857887b63a1b2f1,fcbe1f0f110c4799,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09119.jpg
g_000048,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09428.jpg,0058cc23cbe40a429a44df503545eb2bbcdd50ec1273051c6248798452327b91,cdf880167e608fbe,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/09428.jpg
g_000049,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/02187.jpg,0058eab79b0985eb3aa136f1869788e53f5c71b00496256a6e3d572029a8dcab,cca5229bc57662be,2,dataset/concrete-crack-images-for-classification-mendeley/Negative/02187.jpg|dataset/concrete-crack-images-for-classification-mendeley/Negative/08040.jpg
g_000050,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10722_1.jpg,005f3f769102271a3f3c6847c7771bae75854ba6743cd6016f39673c8d9e590e,f088c6e3b51f2753,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10722_1.jpg
g_000050,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10248_1.jpg,f8abdb4e62590b4bcdad16f20cb9405900275fbcd0ea406c38349b160eedd118,f088c6e3b51f2753,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10248_1.jpg
g_000051,val,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/17642.jpg,00618b1a5e97bfb78132f907160f552c1e30ab666e84e9a2702b67a43fa54306,9d945e675421fb85,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/17642.jpg
g_000052,val,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/16764_1.jpg,0061f5e32498d057eb12d6347984075e637cd8dba2f6da658fa22eab79e11f8c,aecb9234ed1b32e4,2,dataset/concrete-crack-images-for-classification-mendeley/Positive/16764_1.jpg|dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_53.jpg
g_000053,val,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/02320.jpg,0063f0f311d732b31f4b79f3a906d2e143ab04a791e05e410c46b026a19308d6,c4a9d57296d2e995,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/02320.jpg
g_000054,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13590_1.jpg,006430c476c3252299f0bbe24c120a6b13de97a383d349a39f0c56b978614b43,e6d89534ed1bf20c,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13590_1.jpg
g_000055,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/07719.jpg,0065b8f2808df6f6a210545de2043e14c7cadefd13780caefc2c65e2fa2e5620,a67faae5c982b522,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/07719.jpg
g_000056,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/16117.jpg,0066b4be6e7992bb2388f476dd3a529480a3467c3970754f3fff9354e5fa005e,c5f8c6ec10a8bde5,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/16117.jpg
g_000057,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/05244.jpg,00685861eefbbfaee0136bd18c514d7a4c3d803985c3a8cd56c203afcfa40479,b1149beb6c3e93c1,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/05244.jpg
g_000058,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/11679.jpg,0068d230d607b3ee86f03d6b8661dd46d7a6ea39bd6df1f7791fe4cfbbb35486,8b4f0a44e3f4caf9,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/11679.jpg
g_000059,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/19173.jpg,006ba6cc73a158475741a10a3b268086fe59e3d3a347bf01a7bfffd19628b7db,fa465c548ab485f7,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/19173.jpg
g_000060,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/14944.jpg,006e0124d56d2eee75336b264338d01a222d743c37acd6f39e695f5ce0777b62,f428bdba189d7646,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/14944.jpg
g_000061,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/15649_1.jpg,006f8d493a0fb66a47ba929fa8878f42a6826f9d16c8faac35aeb357358766db,e56cd9126c199b76,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/15649_1.jpg
g_000062,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11024_1.jpg,006ff1712617180b947368b624cd15e48d8b71fa3069ce02d4dbc546b0402d3b,b01c4e334db6799e,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11024_1.jpg
g_000063,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10587_1.jpg,0070022717ac8b8ae07c92457c5ac3012a1b402bf5403f7476b68fcdc31498e2,b81cd6fe231887f8,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10587_1.jpg
g_000063,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10442_1.jpg,2455597a980c821f859d79560690ff793ef04f7b376cfdeff8adeb0b15fb3b4b,b81cd6fe231887f8,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10442_1.jpg
g_000064,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03311.jpg,00717339934a58f0f2387e7d0e073589de4a32cded3286accb3f12c905a499d9,ad92e9741b8562f9,2,dataset/concrete-crack-images-for-classification-mendeley/Positive/03311.jpg|dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_510.jpg
g_000064,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13224_1.jpg,47dea81c4913fa80068b7cedf27617e01b929e11b6d0db6d350e2460d8384f9f,ad92e9361b8570f9,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13224_1.jpg
g_000064,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/08762.jpg,78862304fcbe07d8536f117be08b8ddec82b962db4180d86b0ccef17cc74a6a0,ad92e9741b8562f9,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/08762.jpg
g_000064,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11331_1.jpg,cc5693d149905f61cca8d19a1c0de5cdc86b8bc93b6a06768296c0018d341dc8,ad92e9361b8570f9,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/11331_1.jpg
g_000065,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10495_1.jpg,0073edcec8773518ca00af2db661eafbf68e6d683924fcf8f8eeebdfaf366a0f,e9a7e5201becb619,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/10495_1.jpg
g_000066,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00738.jpg,00745283d7d3b3d669e367f26b85551b86241d65e887b091b5911a014fdaf18f,a695da65974a85f2,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/00738.jpg
g_000066,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/19668.jpg,73fe2fc1057204bbe3ae512f7c70d3a245180c3dbabedfb8c35c8010bd829544,a695da65974a85f2,2,dataset/concrete-crack-images-for-classification-mendeley/Positive/19668.jpg|dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_649.jpg
g_000067,test,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/02791.jpg,0074ae4f4a4c11263b0a605c4e84fdf5926a7e9096488414fab58457621ca062,ace169da6cd2d964,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/02791.jpg
g_000068,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03052.jpg,00789fb33df1faa863c905cdb66582592e4d551b9a70baa65b3642488b3464fc,d1aad47228d56b3d,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/03052.jpg
g_000068,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/08593.jpg,293b36cc83d592599a7befaa46c11c4ceb7fdd4be3e43f9c2ab64bab233d5e2e,d1aad47228d56b3d,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/08593.jpg
g_000069,val,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/06050.jpg,0079764deab03fd3b441e35a9b58472a12bf5237a4e9f6b392251560943c1472,d84cd6b26fc598c6,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/06050.jpg
g_000070,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/05558.jpg,007aabdf8eb3b7fe6b46b3912faf201e77c3940261a0505a08dc955b3549eb8b,e349334613c673dd,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/05558.jpg
g_000071,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/18949.jpg,007b168b65ce51715f4eb2bc7da485b83e18b264f75d31f466e2f090d62a35b5,969aad61c51b6c9e,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/18949.jpg
g_000072,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/12104.jpg,007b5247c86c4d2f3a0d9585f9bde9e7e177598d7944c5f1d6a4d32388ac4193,c517b54d898eea93,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/12104.jpg
g_000073,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13396_1.jpg,007e367507d6cd876a354c09fdb12b016fa69f0f0912bcd1e870cfeade6d11db,afd3ec32c9e6190c,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/13396_1.jpg
g_000074,val,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/05466.jpg,007e7cb12b6d930ee32c5f9bf6ad537c580b316df1f413b6684f6c839f85f384,e93a9ef048fa5147,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/05466.jpg
g_000075,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/00568.jpg,007f55c4292cbe7685a72051f720848864dc0e1b47a2e05b176ad313bba47bba,b2c39a6c6b4633f8,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/00568.jpg
g_000076,test,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/11670.jpg,0081c68720558af8c6ee723404a9fcbf51d310c7e945c5add9811f395a3c5623,d01665527ab2adfc,1,dataset/concrete-crack-images-for-classification-mendeley/Negative/11670.jpg
g_000077,train,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/17986_1.jpg,0084b58c37fb96c9aaceb7f5052d5f754303a5d45ca66b9dd5b6b0899c7273da,ae2c9bd14167b71a,1,dataset/concrete-crack-images-for-classification-mendeley/Positive/17986_1.jpg
g_000078,train,0,dataset/concrete-crack-images-for-classification-mendeley/Negative/08223.jpg,0084ef4e05690d667e5382dd321e3708585e9d42d6087e22944c61b3b4f5e236,e0fd371f0dc1c0f8,3,dataset/concrete-crack-images-for-classification-mendeley/Negative/08223.jpg|dataset/concrete-crack-images-for-classification-mendeley/Negative/17482.jpg|dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2195.jpg
