path,paired_image_path,label,label_name,source,split
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_776.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_776.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_316.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_316.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_142.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_142.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_616.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_616.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1112.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1112.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1161.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1161.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_801.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_801.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_246.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_246.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_740.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_740.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_236.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_236.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_635.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_635.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_245.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_245.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_443.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_443.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3146.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3146.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3029.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3029.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_589.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_589.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_388.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_388.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_327.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_327.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3053.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3053.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2167.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2167.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3013.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3013.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1031.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1031.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_379.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_379.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_337.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_337.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2507.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2507.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2267.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2267.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1004.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1004.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2887.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2887.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2852.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2852.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_672.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_672.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_644.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_644.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_84.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_84.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_54.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_54.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1224.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1224.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_340.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_340.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2425.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2425.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_990.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_990.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_18.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_18.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2170.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2170.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2694.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2694.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1622.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1622.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2385.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2385.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3097.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3097.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2491.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2491.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_405.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_405.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1607.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1607.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2183.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2183.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_711.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_711.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1155.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1155.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_64.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_64.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3120.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3120.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_708.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_708.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1311.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1311.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1571.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1571.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_117.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_117.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_546.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_546.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_703.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_703.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2337.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2337.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_396.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_396.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1203.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1203.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_645.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_645.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1173.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1173.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1367.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1367.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_348.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_348.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_728.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_728.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1348.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1348.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_28.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_28.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2628.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2628.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2898.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2898.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2177.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2177.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_557.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_557.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_478.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_478.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_5.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_5.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1536.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1536.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_112.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_112.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2774.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2774.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_498.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_498.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1795.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1795.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/positive/pos_audio_531.wav,dataset/multimodal-concrete-crack-detection-dataset/image/positive/pos_img_531.jpg,1,acoustic_abnormal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2018.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2018.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2103.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2103.jpg,0,normal,multimodal_concrete_crack_audio,val
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1503.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1503.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1565.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1565.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_735.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_735.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_2436.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_2436.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_722.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_722.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_1731.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_1731.jpg,0,normal,multimodal_concrete_crack_audio,test
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3147.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3147.jpg,0,normal,multimodal_concrete_crack_audio,train
dataset/multimodal-concrete-crack-detection-dataset/audio/negative/neg_audio_3164.wav,dataset/multimodal-concrete-crack-detection-dataset/image/negative/neg_img_3164.jpg,0,normal,multimodal_concrete_crack_audio,test
