path,filename,split,source,storage_class,parent_group,damage,Background,Crack,Spallation,Efflorescence,ExposedBars,CorrosionStain,sha256
dataset/codebrim/classification_dataset/test/background/image_0000043_crop_0000004.png,image_0000043_crop_0000004.png,test,codebrim,background,image_0000043,0,1,0,0,0,0,0,b8d8d6a6fa1c50e7c12c2c2058b75bb65a9eed0058b78068b6446e6e39e7f4cf
dataset/codebrim/classification_dataset/test/background/image_0000043_crop_0000005.png,image_0000043_crop_0000005.png,test,codebrim,background,image_0000043,0,1,0,0,0,0,0,8bc85ec05598a71821e6605b5014ca57ba3b2ba23e1fe11936dc5baf0f6a5df9
dataset/codebrim/classification_dataset/test/background/image_0000058_crop_0000001.png,image_0000058_crop_0000001.png,test,codebrim,background,image_0000058,0,1,0,0,0,0,0,efaae8c053a6fb247b8e2afa8e3f42c5c549e917e2b8ce157cc1de10882d97bd
dataset/codebrim/classification_dataset/test/background/image_0000058_crop_0000002.png,image_0000058_crop_0000002.png,test,codebrim,background,image_0000058,0,1,0,0,0,0,0,cdb1a233a3e5fe218e3615f46e26bda626a5b72becb2562f2ea7d9a750bb1711
dataset/codebrim/classification_dataset/test/background/image_0000058_crop_0000003.png,image_0000058_crop_0000003.png,test,codebrim,background,image_0000058,0,1,0,0,0,0,0,e7c979b7fa210d7d37b0ea9ed8893b13174efbee9969b64801089055ad317884
dataset/codebrim/classification_dataset/test/background/image_0000058_crop_0000004.png,image_0000058_crop_0000004.png,test,codebrim,background,image_0000058,0,1,0,0,0,0,0,b1b9f6c38b5117b81d8c862ec4360339cd14c03a29390a35417c1d37871975e5
dataset/codebrim/classification_dataset/test/background/image_0000058_crop_0000005.png,image_0000058_crop_0000005.png,test,codebrim,background,image_0000058,0,1,0,0,0,0,0,ff691d54c3b1a87874016472f9bf5464c79589f206d14e753c44b1bfd3d9dc80
dataset/codebrim/classification_dataset/test/background/image_0000063_crop_0000001.png,image_0000063_crop_0000001.png,test,codebrim,background,image_0000063,0,1,0,0,0,0,0,fe13f00f101b0a0c1d755f047f278e29d606a0e6a66ee3951c70048f3b1c6591
dataset/codebrim/classification_dataset/test/background/image_0000063_crop_0000002.png,image_0000063_crop_0000002.png,test,codebrim,background,image_0000063,0,1,0,0,0,0,0,24487a04a05f85cf76d382bf3da1962f7c0b000d53dea3eacdb0f93ee24d5343
dataset/codebrim/classification_dataset/test/background/image_0000063_crop_0000003.png,image_0000063_crop_0000003.png,test,codebrim,background,image_0000063,0,1,0,0,0,0,0,25183223edd87bd5f47d304302db2ef5ccd299d0f1267d7d992df931af68d92c
dataset/codebrim/classification_dataset/test/background/image_0000063_crop_0000004.png,image_0000063_crop_0000004.png,test,codebrim,background,image_0000063,0,1,0,0,0,0,0,c5c6509f1e2d521579b59a3c14cd814987dffa37c3bda6b9b01efa8d65c339ce
dataset/codebrim/classification_dataset/test/background/image_0000063_crop_0000005.png,image_0000063_crop_0000005.png,test,codebrim,background,image_0000063,0,1,0,0,0,0,0,8edb8d7fabcdbe50fec9ae26b443a2cc5302f20ea80115d981ac66013634252f
dataset/codebrim/classification_dataset/test/background/image_0000070_crop_0000001.png,image_0000070_crop_0000001.png,test,codebrim,background,image_0000070,0,1,0,0,0,0,0,6ee25d7e663aa576f212dd5eec0533ac80a38cc90d0bffe0a34abfb62d8ab5c8
dataset/codebrim/classification_dataset/test/background/image_0000070_crop_0000002.png,image_0000070_crop_0000002.png,test,codebrim,background,image_0000070,0,1,0,0,0,0,0,5dc43d9b39af03a02191b49cf86dbee030d8833ea55dd5ecbab16a1c82857040
dataset/codebrim/classification_dataset/test/background/image_0000070_crop_0000003.png,image_0000070_crop_0000003.png,test,codebrim,background,image_0000070,0,1,0,0,0,0,0,b9ea1fb9f272c610c2544b6ce5fc2fbec590c54c5b23dddbe3a98b26d130ce0d
dataset/codebrim/classification_dataset/test/background/image_0000070_crop_0000004.png,image_0000070_crop_0000004.png,test,codebrim,background,image_0000070,0,1,0,0,0,0,0,62ee766fa89fa4e0acedb58233684244b975b706c955de487f1e37efe5142029
dataset/codebrim/classification_dataset/test/background/image_0000070_crop_0000005.png,image_0000070_crop_0000005.png,test,codebrim,background,image_0000070,0,1,0,0,0,0,0,72b789880ba7b27e3bc8d43ff281a54a0ab2d19a83cc84a41414f167b18249c7
dataset/codebrim/classification_dataset/test/background/image_0000072_crop_0000001.png,image_0000072_crop_0000001.png,test,codebrim,background,image_0000072,0,1,0,0,0,0,0,0495688a5fb5caa988d765b5f08d58a5180767d7a646320884f734019a3d7d43
dataset/codebrim/classification_dataset/test/background/image_0000072_crop_0000002.png,image_0000072_crop_0000002.png,test,codebrim,background,image_0000072,0,1,0,0,0,0,0,27f8d7dccb56395f2d66454f913c0914a271c49dd14e7f2fac102d224ad3b6c0
dataset/codebrim/classification_dataset/test/background/image_0000072_crop_0000003.png,image_0000072_crop_0000003.png,test,codebrim,background,image_0000072,0,1,0,0,0,0,0,a8d7c9aad57d6e13d8733c961456af76c8a5322757aaf19cf64eb933ff2ea0bf
dataset/codebrim/classification_dataset/test/background/image_0000072_crop_0000004.png,image_0000072_crop_0000004.png,test,codebrim,background,image_0000072,0,1,0,0,0,0,0,f238ea808a8f3b5ddc2becf8dc79fbd2daaa4fba99e64247f6e7d564c3060a5d
dataset/codebrim/classification_dataset/test/background/image_0000072_crop_0000005.png,image_0000072_crop_0000005.png,test,codebrim,background,image_0000072,0,1,0,0,0,0,0,19c3420f0866734b3e507bc7316e0ebf0744eb0cef6b51cf8d11ec4713f1a395
dataset/codebrim/classification_dataset/test/background/image_0000073_crop_0000001.png,image_0000073_crop_0000001.png,test,codebrim,background,image_0000073,0,1,0,0,0,0,0,fd7cd9b7390286fd0e08c5353355147eb68bbda234aedd33d75f8ad375ff9abb
dataset/codebrim/classification_dataset/test/background/image_0000073_crop_0000002.png,image_0000073_crop_0000002.png,test,codebrim,background,image_0000073,0,1,0,0,0,0,0,48034ec7c56c5e5a768f9c103276d6f484b73227ff91acca5a30e9a8fe344510
dataset/codebrim/classification_dataset/test/background/image_0000073_crop_0000003.png,image_0000073_crop_0000003.png,test,codebrim,background,image_0000073,0,1,0,0,0,0,0,3a508a91a3c1b11503bea873558f353c5401096e40d18800d232d45eb727ce10
dataset/codebrim/classification_dataset/test/background/image_0000073_crop_0000004.png,image_0000073_crop_0000004.png,test,codebrim,background,image_0000073,0,1,0,0,0,0,0,253bc2c413fc011e5e6f7f1a9772015c9d05d092f3103ecddf6a5668de2a6479
dataset/codebrim/classification_dataset/test/background/image_0000073_crop_0000005.png,image_0000073_crop_0000005.png,test,codebrim,background,image_0000073,0,1,0,0,0,0,0,3b3e32328da8d0b83fad96bddeea0cba24f6b887acf6747f901c20cc385ca72c
dataset/codebrim/classification_dataset/test/background/image_0000075_crop_0000001.png,image_0000075_crop_0000001.png,test,codebrim,background,image_0000075,0,1,0,0,0,0,0,4047bff58dc8885e6b0bb8e280a26ba6288aeb335e0c44b9610df5ab18fcaf98
dataset/codebrim/classification_dataset/test/background/image_0000075_crop_0000002.png,image_0000075_crop_0000002.png,test,codebrim,background,image_0000075,0,1,0,0,0,0,0,3c3316639508417bea54b50230a48d32dd5851722a823c6c33a15e12b85022c7
dataset/codebrim/classification_dataset/test/background/image_0000075_crop_0000003.png,image_0000075_crop_0000003.png,test,codebrim,background,image_0000075,0,1,0,0,0,0,0,9570681831586b60314d435e6a349f5e426421b953587f5f45add167718ea164
dataset/codebrim/classification_dataset/test/background/image_0000075_crop_0000004.png,image_0000075_crop_0000004.png,test,codebrim,background,image_0000075,0,1,0,0,0,0,0,fdfd44d59d2a23c354ab51045cbf6d75aac08700871270dbe080c866394391c6
dataset/codebrim/classification_dataset/test/background/image_0000075_crop_0000005.png,image_0000075_crop_0000005.png,test,codebrim,background,image_0000075,0,1,0,0,0,0,0,a492444a59632fd717585e251858725142e31938bac980811d63cf6abab52114
dataset/codebrim/classification_dataset/test/defects/image_0000077_crop_0000001.png,image_0000077_crop_0000001.png,test,codebrim,defects,image_0000077,1,0,0,0,1,0,1,5365e82812951f6ad03c34b18e8eab9d2333e1a7f751a4ea7e22cc22329062dd
dataset/codebrim/classification_dataset/test/defects/image_0000084_crop_0000001.png,image_0000084_crop_0000001.png,test,codebrim,defects,image_0000084,1,0,0,0,1,0,0,dc5d21f1bb6875da1749582869eef5d1346337c8bd65225ee40d632c5a96c214
dataset/codebrim/classification_dataset/test/defects/image_0000092_crop_0000001.png,image_0000092_crop_0000001.png,test,codebrim,defects,image_0000092,1,0,0,0,1,0,1,542261d1191fb16176cf8df403787b70ef6ac2c38d210701c7bb75c2a4aba877
dataset/codebrim/classification_dataset/test/defects/image_0000119_crop_0000001.png,image_0000119_crop_0000001.png,test,codebrim,defects,image_0000119,1,0,0,0,1,0,0,df35457ba25e8b668cd376c864a77144c7de4fcb2aa786c292f4a41cda3192c2
dataset/codebrim/classification_dataset/test/background/image_0000124_crop_0000001.png,image_0000124_crop_0000001.png,test,codebrim,background,image_0000124,0,1,0,0,0,0,0,db9623eaaf8944dbb7e9db931d25eed0a1faff729cdc8a03680b18168caeff04
dataset/codebrim/classification_dataset/test/background/image_0000124_crop_0000002.png,image_0000124_crop_0000002.png,test,codebrim,background,image_0000124,0,1,0,0,0,0,0,11ceffa55359f9bf36594b7c47a8cd6602f807c67fa042b8cb7775acfbfeebba
dataset/codebrim/classification_dataset/test/background/image_0000124_crop_0000003.png,image_0000124_crop_0000003.png,test,codebrim,background,image_0000124,0,1,0,0,0,0,0,8b74d58c32dd24bc55e922b1b58bc4aece2fd439678af4f0c82f45aaf8aeac03
dataset/codebrim/classification_dataset/test/background/image_0000124_crop_0000004.png,image_0000124_crop_0000004.png,test,codebrim,background,image_0000124,0,1,0,0,0,0,0,77ea4d356998a10808001aaa68da3a1ebf2223fb2a8f1b91ae011d15ab1ad000
dataset/codebrim/classification_dataset/test/background/image_0000124_crop_0000005.png,image_0000124_crop_0000005.png,test,codebrim,background,image_0000124,0,1,0,0,0,0,0,448b63267f2ba0999a7138a31502cd074e8cdab0692c7ce897b554cad3801db0
dataset/codebrim/classification_dataset/test/defects/image_0000127_crop_0000001.png,image_0000127_crop_0000001.png,test,codebrim,defects,image_0000127,1,0,0,0,1,0,1,5b31bafaaae9d28b708748682a6eaecf0172edfcc32878a9854fb3cd36f0ed55
dataset/codebrim/classification_dataset/test/defects/image_0000127_crop_0000002.png,image_0000127_crop_0000002.png,test,codebrim,defects,image_0000127,1,0,0,0,1,0,1,df91dfd0468a35d2b39e69c22e01ae963b280e9d7e8ae8b49754b5c7de7669fc
dataset/codebrim/classification_dataset/test/defects/image_0000131_crop_0000001.png,image_0000131_crop_0000001.png,test,codebrim,defects,image_0000131,1,0,0,0,1,0,1,efc1472a47766ca5bc2b00443b34ffffe35cdfce658ba5588b4289bdb1b34eb9
dataset/codebrim/classification_dataset/test/defects/image_0000131_crop_0000002.png,image_0000131_crop_0000002.png,test,codebrim,defects,image_0000131,1,0,0,0,1,0,0,d32b84afb27c2bd11e0f082ec7dd3a1864b1da6387f882073aebc9573391b7dd
dataset/codebrim/classification_dataset/test/defects/image_0000144_crop_0000001.png,image_0000144_crop_0000001.png,test,codebrim,defects,image_0000144,1,0,0,0,1,0,1,c38990b98127a63b43321ca0da59a368c5b1093069dc6533399a2cf30d72b1ad
dataset/codebrim/classification_dataset/test/background/image_0000151_crop_0000001.png,image_0000151_crop_0000001.png,test,codebrim,background,image_0000151,0,1,0,0,0,0,0,e539d3e78a56a78d32dab23f6c0dea78aa957ff5491efcdc5f0bef86933daa40
dataset/codebrim/classification_dataset/test/background/image_0000151_crop_0000002.png,image_0000151_crop_0000002.png,test,codebrim,background,image_0000151,0,1,0,0,0,0,0,62fb454fb48b48b4ded3f0eed6450e93719162bb17bf1f855ea3db61af5e17c8
dataset/codebrim/classification_dataset/test/background/image_0000151_crop_0000003.png,image_0000151_crop_0000003.png,test,codebrim,background,image_0000151,0,1,0,0,0,0,0,c2ee0acef89a1f8263866952bfefa7f17d01f85bf1199fb53a3d15e5a49cf5bf
dataset/codebrim/classification_dataset/test/background/image_0000151_crop_0000004.png,image_0000151_crop_0000004.png,test,codebrim,background,image_0000151,0,1,0,0,0,0,0,8cead2c679e3d25458395ff28250228301e8c345c53f7b9ffc5d712558df3314
dataset/codebrim/classification_dataset/test/background/image_0000151_crop_0000005.png,image_0000151_crop_0000005.png,test,codebrim,background,image_0000151,0,1,0,0,0,0,0,09afbff0ce9de127e63da787466434bfd8d205ad2d648cdd1db02c075f7c86ac
dataset/codebrim/classification_dataset/test/defects/image_0000164_crop_0000001.png,image_0000164_crop_0000001.png,test,codebrim,defects,image_0000164,1,0,0,0,1,0,1,50c041a9107a37d398cebc0dc1725bf8e794ea35ee1fac82f1026b2bd2b6ddf6
dataset/codebrim/classification_dataset/test/defects/image_0000164_crop_0000002.png,image_0000164_crop_0000002.png,test,codebrim,defects,image_0000164,1,0,0,0,1,0,1,69e37d7253e2608e34b134342a738376ec5e5e57a34c5068911359f3b7f84838
dataset/codebrim/classification_dataset/test/defects/image_0000164_crop_0000003.png,image_0000164_crop_0000003.png,test,codebrim,defects,image_0000164,1,0,1,0,0,0,0,c6c1cf27cb68f7411a432c26e9b326d2a72e344eb70d1e81ec7c350d2d15de99
dataset/codebrim/classification_dataset/test/defects/image_0000168_crop_0000001.png,image_0000168_crop_0000001.png,test,codebrim,defects,image_0000168,1,0,0,0,1,0,0,459768f90eb27dc276f037fa852515817bce154f0404990e5b81cedc21980699
dataset/codebrim/classification_dataset/test/defects/image_0000169_crop_0000001.png,image_0000169_crop_0000001.png,test,codebrim,defects,image_0000169,1,0,0,0,1,0,1,5ef5057573f0030382efe933e772d8a2fc7ec7df4515087e29de93f7c0052cea
dataset/codebrim/classification_dataset/test/defects/image_0000173_crop_0000001.png,image_0000173_crop_0000001.png,test,codebrim,defects,image_0000173,1,0,0,0,1,0,1,cb07a9241ac0ed7a1d3b68fd7086be35ba4afc3d5bc22d90fd711400558f51c3
dataset/codebrim/classification_dataset/test/defects/image_0000205_crop_0000001.png,image_0000205_crop_0000001.png,test,codebrim,defects,image_0000205,1,0,0,0,1,0,0,b8882a1d148c3d8e87b6c78cfeb3b79ffbeac220ecb8e52ff1246a997fcedecf
dataset/codebrim/classification_dataset/test/defects/image_0000264_crop_0000001.png,image_0000264_crop_0000001.png,test,codebrim,defects,image_0000264,1,0,0,1,0,1,1,0d48b732987af37af242e60381625b222bc64b1765fa1dd6ed129c3237b3418f
dataset/codebrim/classification_dataset/test/background/image_0000304_crop_0000001.png,image_0000304_crop_0000001.png,test,codebrim,background,image_0000304,0,1,0,0,0,0,0,b06071d6b0a1319307dbff59c4eede1b72087d33eb7f7955074e3b0a35b20df0
dataset/codebrim/classification_dataset/test/background/image_0000304_crop_0000002.png,image_0000304_crop_0000002.png,test,codebrim,background,image_0000304,0,1,0,0,0,0,0,6030450cb7893b23b96ab3b812987c7bce36a7240e31a8ac2e083734e53c187b
dataset/codebrim/classification_dataset/test/background/image_0000304_crop_0000003.png,image_0000304_crop_0000003.png,test,codebrim,background,image_0000304,0,1,0,0,0,0,0,9fbc969b46bc0068e1eed083d07c082a5e333b834fbda76350e251278b9c1960
dataset/codebrim/classification_dataset/test/background/image_0000304_crop_0000004.png,image_0000304_crop_0000004.png,test,codebrim,background,image_0000304,0,1,0,0,0,0,0,d5745bc5e380b34ac87f433821a16db091f322a938e2332d12495a7c789d81ab
dataset/codebrim/classification_dataset/test/background/image_0000304_crop_0000005.png,image_0000304_crop_0000005.png,test,codebrim,background,image_0000304,0,1,0,0,0,0,0,e0587e24f752951b3e5c520a9561243b251938a70f84d1aedcd1073422614aff
dataset/codebrim/classification_dataset/test/defects/image_0000313_crop_0000001.png,image_0000313_crop_0000001.png,test,codebrim,defects,image_0000313,1,0,0,0,1,0,0,b22bc85984343c84dd593d417d67dcd51ffdf1586e80995de2625b7fa535608b
dataset/codebrim/classification_dataset/test/defects/image_0000319_crop_0000001.png,image_0000319_crop_0000001.png,test,codebrim,defects,image_0000319,1,0,0,0,1,0,0,9916e9ce7a38f16f690274c6cda1145fd1db2a5a0bb2a604197b55568ca44d09
dataset/codebrim/classification_dataset/test/defects/image_0000321_crop_0000001.png,image_0000321_crop_0000001.png,test,codebrim,defects,image_0000321,1,0,0,0,1,0,0,b4cb203b33494966041affd07908d5941989eda6e6e1dde96dc4825f04db6fc9
dataset/codebrim/classification_dataset/test/defects/image_0000321_crop_0000002.png,image_0000321_crop_0000002.png,test,codebrim,defects,image_0000321,1,0,0,0,1,0,0,73e5e3f05a22b2911a437c0319774a7aecc4bbb8da5d9169aa60f1901043df02
dataset/codebrim/classification_dataset/test/defects/image_0000321_crop_0000003.png,image_0000321_crop_0000003.png,test,codebrim,defects,image_0000321,1,0,0,0,1,0,0,219e6f1039f6400b7e98e63cff133b8c1e63cf317e3f4a7d8159fd5aca3a41ba
dataset/codebrim/classification_dataset/test/defects/image_0000321_crop_0000004.png,image_0000321_crop_0000004.png,test,codebrim,defects,image_0000321,1,0,0,0,1,0,0,f5eaace9a918a0e807537998b361225f3ec6452473b553b3c59b508a01a6bbd2
dataset/codebrim/classification_dataset/test/defects/image_0000321_crop_0000005.png,image_0000321_crop_0000005.png,test,codebrim,defects,image_0000321,1,0,0,0,1,0,0,91be3e7803a1ea957671018e2a8f088ea86dbd9905e02bd5b4ca39b4eb310851
dataset/codebrim/classification_dataset/test/defects/image_0000382_crop_0000001.png,image_0000382_crop_0000001.png,test,codebrim,defects,image_0000382,1,0,0,0,1,0,0,2f53eaf9c56eb114411a2f3c53847e789aaa6e16dd77b303e1e87fa5e9f1351e
dataset/codebrim/classification_dataset/test/background/image_0000387_crop_0000001.png,image_0000387_crop_0000001.png,test,codebrim,background,image_0000387,0,1,0,0,0,0,0,ed804400475a70c153d7e8d84e8a4c64e5b258c564b8d0d2e339fa059d0172d7
dataset/codebrim/classification_dataset/test/background/image_0000387_crop_0000002.png,image_0000387_crop_0000002.png,test,codebrim,background,image_0000387,0,1,0,0,0,0,0,cc1bde75dfae90a3741463a40d8c98dd6d7298b09e87e19a70fc9ee28dc54e23
dataset/codebrim/classification_dataset/test/background/image_0000387_crop_0000003.png,image_0000387_crop_0000003.png,test,codebrim,background,image_0000387,0,1,0,0,0,0,0,5687c74d0c1305bc484bbadb54f44549f20808b729d124efbaccce9df4b87d48
dataset/codebrim/classification_dataset/test/background/image_0000387_crop_0000004.png,image_0000387_crop_0000004.png,test,codebrim,background,image_0000387,0,1,0,0,0,0,0,a794d89cc10f36e7583e88c24f0204d0b4ba093fb999156dc7df335ad2a555ca
dataset/codebrim/classification_dataset/test/background/image_0000387_crop_0000005.png,image_0000387_crop_0000005.png,test,codebrim,background,image_0000387,0,1,0,0,0,0,0,92a1053cff928aa76f987fdb9456a0dd283d748d083d5a0746a51889d88ed28e
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000001.png,image_0000397_crop_0000001.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,27136cd6ff8c83238463eec3511f8ae5d283c66b3f1f6f2035d324f491e659a4
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000002.png,image_0000397_crop_0000002.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,bf96ece38399edec2372107e47876264e68545d759e16e284315a128486205e8
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000003.png,image_0000397_crop_0000003.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,27583339d8a6cc4f87b03f6d86b71aec85a5b9306b48a074d5348b5821027c1a
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000004.png,image_0000397_crop_0000004.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,659a521a24e9d002840c473639333ea10e33ad60dea921e3139bb96fca0faf48
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000005.png,image_0000397_crop_0000005.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,918f0c4b7c4a3c69e2a0fde901dcf2b7f8bc301361a63e0829861d28efcb0e80
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000006.png,image_0000397_crop_0000006.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,e63f5cae108d6f7a73e62d8d5c40918f634dc3bfd2cb4fa92765a64cdc12368f
dataset/codebrim/classification_dataset/test/defects/image_0000397_crop_0000007.png,image_0000397_crop_0000007.png,test,codebrim,defects,image_0000397,1,0,0,0,1,0,0,affced3f08fa6059773b185c2d0dbfe6a9144946863221bea6e1aaccccbe944f
dataset/codebrim/classification_dataset/test/defects/image_0000401_crop_0000001.png,image_0000401_crop_0000001.png,test,codebrim,defects,image_0000401,1,0,0,1,0,1,1,a2bd165af8f62d6eebe36f567e63203e00f5634ddcdf1919fc473562d116450c
dataset/codebrim/classification_dataset/test/defects/image_0000404_crop_0000001.png,image_0000404_crop_0000001.png,test,codebrim,defects,image_0000404,1,0,0,0,0,0,1,40f49fee8acd7b221ced36bb8ef58b4f6f9d1ca2036dc72e8e5b1a4ece593bec
dataset/codebrim/classification_dataset/test/defects/image_0000404_crop_0000002.png,image_0000404_crop_0000002.png,test,codebrim,defects,image_0000404,1,0,0,0,0,0,1,35fb894269fb3670c446bef59eb23fe63f7b6a54c04e1a37bbb05b1698f73a2c
dataset/codebrim/classification_dataset/test/defects/image_0000404_crop_0000003.png,image_0000404_crop_0000003.png,test,codebrim,defects,image_0000404,1,0,0,0,0,0,1,4ea91b6db72547cdaa2ee1c898b2be17318a1b01689ad2211b81ee9224f459f8
dataset/codebrim/classification_dataset/test/defects/image_0000404_crop_0000004.png,image_0000404_crop_0000004.png,test,codebrim,defects,image_0000404,1,0,0,0,0,0,1,ebc8019872b89aa7b048433d225616b7f587836b1ba730f590cbc0af06e540b5
dataset/codebrim/classification_dataset/test/defects/image_0000404_crop_0000005.png,image_0000404_crop_0000005.png,test,codebrim,defects,image_0000404,1,0,0,0,0,0,1,b8507b954f09057e16e5f26fe94ddc1826cfc1de637cc0b392abce7841fea6be
dataset/codebrim/classification_dataset/test/defects/image_0000404_crop_0000006.png,image_0000404_crop_0000006.png,test,codebrim,defects,image_0000404,1,0,0,0,0,0,1,05e50bdc900d375f33b83f49508c9e01c684ef4f2cb2e4ee680be59d67fb2ca5
dataset/codebrim/classification_dataset/test/defects/image_0000428_crop_0000001.png,image_0000428_crop_0000001.png,test,codebrim,defects,image_0000428,1,0,0,0,1,0,0,f61d7298e66699eed920d3c68ff12eef3b9955e5d74debccb1aaffabbb241491
dataset/codebrim/classification_dataset/test/defects/image_0000428_crop_0000002.png,image_0000428_crop_0000002.png,test,codebrim,defects,image_0000428,1,0,0,0,1,0,0,5d0b2bfa5ce7950a304c9a58e67f669af9a745704336a5c2abdc5a5f60a2b44f
dataset/codebrim/classification_dataset/test/defects/image_0000435_crop_0000001.png,image_0000435_crop_0000001.png,test,codebrim,defects,image_0000435,1,0,0,1,1,0,0,f342f3a124df436ffca3636498a1aa1a955395290409396c05173023031f80a0
dataset/codebrim/classification_dataset/test/defects/image_0000435_crop_0000002.png,image_0000435_crop_0000002.png,test,codebrim,defects,image_0000435,1,0,0,0,1,0,0,16fb5f747e30f47ed46ed6e76d96cdcaa3166dcc1278f6868d9c8b7f07f3531c
dataset/codebrim/classification_dataset/test/defects/image_0000440_crop_0000001.png,image_0000440_crop_0000001.png,test,codebrim,defects,image_0000440,1,0,0,0,1,0,0,ac358e595ee33e9cd3d2dd56dc2f0c8f2e5cf9e35f6a3da93b2f94dd76a1edbd
dataset/codebrim/classification_dataset/test/defects/image_0000440_crop_0000002.png,image_0000440_crop_0000002.png,test,codebrim,defects,image_0000440,1,0,0,0,1,0,0,d4daec65487b002d6927caddfa58ee528fdd227fce1e0aa442b26f2e189adf74
dataset/codebrim/classification_dataset/test/defects/image_0000440_crop_0000003.png,image_0000440_crop_0000003.png,test,codebrim,defects,image_0000440,1,0,0,0,1,0,0,b47c8eadf4f239ffa38329a387c904c7b58d484343585f13841b6265daf04043
dataset/codebrim/classification_dataset/test/defects/image_0000440_crop_0000004.png,image_0000440_crop_0000004.png,test,codebrim,defects,image_0000440,1,0,0,0,1,0,0,225fca5084badd93802cf72de8559f8ec4f89ead0e7058200d4ec79016c7377a
dataset/codebrim/classification_dataset/test/background/image_0000444_crop_0000001.png,image_0000444_crop_0000001.png,test,codebrim,background,image_0000444,0,1,0,0,0,0,0,7fd89c2fb8c61108ae00c5b056c48d865d2365ec33fcabf573ac65c21fe1c3f1
